ws,wd,freq_val
13,120,0.002457326
13,125,0.0026607
13,130,0.002864075
13,135,0.00306745
13,140,0.003270824
13,145,0.003474199
13,150,0.003677573
13,155,0.003738868
13,160,0.003800163
13,165,0.003861458
13,170,0.003922754
13,175,0.003984049
13,180,0.004045344
13,185,0.005041654
13,190,0.006037964
13,195,0.007034274
13,200,0.008030584
13,205,0.009026894
13,210,0.010023205
13,215,0.00967459
13,220,0.009325976
13,225,0.008977362
13,230,0.008628748
13,235,0.008280133
13,240,0.007931519
13,245,0.007164584
13,250,0.006397648
13,255,0.005630713
13,260,0.004863777
13,265,0.004096842
13,270,0.003329907
13,275,0.003103401
13,280,0.002876895
13,285,0.002650389
13,290,0.002423883
13,295,0.002197377
13,300,0.001970871
13,305,0.001936522
13,310,0.001902172
13,315,0.001867823
13,320,0.001833474
13,325,0.001799125
13,330,0.001764775
13,335,0.001689211
13,340,0.001613646
13,345,0.001538081
13,350,0.001462516
13,355,0.001386952
14,0,0.000937322
14,5,0.000840426
14,10,0.000743531
14,15,0.000646636
14,20,0.000549741
14,25,0.000452846
14,30,0.000355951
14,35,0.000322852
14,40,0.000289752
14,45,0.000256653
14,50,0.000223553
14,55,0.000190454
14,60,0.000157355
14,65,0.000259794
14,70,0.000362234
14,75,0.000464674
14,80,0.000567114
14,85,0.000669554
14,90,0.000771994
14,95,0.000933499
14,100,0.001095003
14,105,0.001256508
14,110,0.001418012
14,115,0.001579517
14,120,0.001741021
14,125,0.00191447
14,130,0.00208792
14,135,0.002261369
14,140,0.002434819
14,145,0.002608268
14,150,0.002781718
14,155,0.002823541
14,160,0.002865364
14,165,0.002907187
14,170,0.00294901
14,175,0.002990833
14,180,0.003032656
14,185,0.003817144
14,190,0.004601631
14,195,0.005386119
14,200,0.006170607
14,205,0.006955095
14,210,0.007739583
14,215,0.007482599
14,220,0.007225615
14,225,0.006968631
14,230,0.006711647
14,235,0.006454663
14,240,0.00619768
14,245,0.005558832
14,250,0.004919984
14,255,0.004281137
14,260,0.003642289
14,265,0.003003441
14,270,0.002364593
14,275,0.002189996
14,280,0.002015399
14,285,0.001840801
14,290,0.001666204
14,295,0.001491607
14,300,0.00131701
14,305,0.001261435
14,310,0.00120586
14,315,0.001150286
14,320,0.001094711
14,325,0.001039136
14,330,0.000983562
14,335,0.000975855
14,340,0.000968148
14,345,0.000960442
14,350,0.000952735
14,355,0.000945028
15,0,0.000958479
15,5,0.000841545
15,10,0.000724612
15,15,0.000607678
15,20,0.000490745
15,25,0.000373811
15,30,0.000256878
15,35,0.000223074
15,40,0.000189271
15,45,0.000155467
15,50,0.000121664
15,55,8.78606E-05
15,60,5.40571E-05
15,65,0.000152897
15,70,0.000251738
15,75,0.000350578
15,80,0.000449418
15,85,0.000548259
15,90,0.000647099
15,95,0.000747754
15,100,0.000848409
15,105,0.000949065
15,110,0.00104972
15,115,0.001150375
15,120,0.00125103
15,125,0.001359286
15,130,0.001467542
15,135,0.001575798
15,140,0.001684054
15,145,0.00179231
15,150,0.001900566
15,155,0.001938762
15,160,0.001976957
15,165,0.002015153
15,170,0.002053349
15,175,0.002091544
15,180,0.00212974
15,185,0.002610572
15,190,0.003091403
15,195,0.003572235
15,200,0.004053066
15,205,0.004533898
15,210,0.005014729
15,215,0.004920367
15,220,0.004826004
15,225,0.004731641
15,230,0.004637278
15,235,0.004542915
15,240,0.004448552
15,245,0.003964275
15,250,0.003479999
15,255,0.002995723
15,260,0.002511446
15,265,0.00202717
15,270,0.001542893
15,275,0.00142574
15,280,0.001308586
15,285,0.001191433
15,290,0.001074279
15,295,0.000957126
15,300,0.000839973
15,305,0.000766607
15,310,0.00069324
15,315,0.000619874
15,320,0.000546508
15,325,0.000473142
15,330,0.000399776
15,335,0.000492893
15,340,0.00058601
15,345,0.000679127
15,350,0.000772245
15,355,0.000865362
16,0,0.000745374
16,5,0.000664613
16,10,0.000583851
16,15,0.00050309
16,20,0.000422329
16,25,0.000341568
16,30,0.000260807
16,35,0.000219747
16,40,0.000178687
16,45,0.000137628
16,50,9.65679E-05
16,55,5.55081E-05
16,60,1.44483E-05
16,65,7.97921E-05
16,70,0.000145136
16,75,0.000210479
16,80,0.000275823
16,85,0.000341167
16,90,0.000406511
16,95,0.000484098
16,100,0.000561685
16,105,0.000639273
16,110,0.00071686
16,115,0.000794447
16,120,0.000872035
16,125,0.000958184
16,130,0.001044332
16,135,0.001130481
16,140,0.00121663
16,145,0.001302779
16,150,0.001388928
16,155,0.001371647
16,160,0.001354367
16,165,0.001337086
16,170,0.001319806
16,175,0.001302526
16,180,0.001285245
16,185,0.00165352
16,190,0.002021795
16,195,0.00239007
16,200,0.002758345
16,205,0.00312662
16,210,0.003494894
16,215,0.003450871
16,220,0.003406847
16,225,0.003362823
16,230,0.003318799
16,235,0.003274775
16,240,0.003230751
16,245,0.002850193
16,250,0.002469636
16,255,0.002089078
16,260,0.00170852
16,265,0.001327963
16,270,0.000947405
16,275,0.000890558
16,280,0.000833711
16,285,0.000776863
16,290,0.000720016
16,295,0.000663169
16,300,0.000606322
16,305,0.000538648
16,310,0.000470974
16,315,0.0004033
16,320,0.000335626
16,325,0.000267953
16,330,0.000200279
16,335,0.000291128
16,340,0.000381977
16,345,0.000472826
16,350,0.000563675
16,355,0.000654525
17,0,0.00049873
17,5,0.000442597
17,10,0.000386465
17,15,0.000330332
17,20,0.0002742
17,25,0.000218068
17,30,0.000161935
17,35,0.000136463
17,40,0.000110991
17,45,8.55193E-05
17,50,6.00473E-05
17,55,3.45754E-05
17,60,9.10342E-06
17,65,3.22126E-05
17,70,5.53219E-05
17,75,7.84311E-05
17,80,0.00010154
17,85,0.00012465
17,90,0.000147759
17,95,0.000211835
17,100,0.000275911
17,105,0.000339987
17,110,0.000404063
17,115,0.00046814
17,120,0.000532216
17,125,0.000624226
17,130,0.000716236
17,135,0.000808247
17,140,0.000900257
17,145,0.000992267
17,150,0.001084278
17,155,0.001059662
17,160,0.001035047
17,165,0.001010431
17,170,0.000985816
17,175,0.0009612
17,180,0.000936585
17,185,0.001239265
17,190,0.001541946
17,195,0.001844627
17,200,0.002147307
17,205,0.002449988
17,210,0.002752669
17,215,0.002705115
17,220,0.002657561
17,225,0.002610008
17,230,0.002562454
17,235,0.0025149
17,240,0.002467346
17,245,0.002169616
17,250,0.001871885
17,255,0.001574154
17,260,0.001276424
17,265,0.000978693
17,270,0.000680962
17,275,0.000627643
17,280,0.000574323
17,285,0.000521004
17,290,0.000467684
17,295,0.000414365
17,300,0.000361046
17,305,0.000320124
17,310,0.000279203
17,315,0.000238281
17,320,0.00019736
17,325,0.000156438
17,330,0.000115517
17,335,0.000179385
17,340,0.000243254
17,345,0.000307123
17,350,0.000370992
17,355,0.000434861
18,0,0.000310323
18,5,0.000274995
18,10,0.000239667
18,15,0.000204339
18,20,0.000169011
18,25,0.000133683
18,30,9.83545E-05
18,35,8.28585E-05
18,40,6.73625E-05
18,45,5.18665E-05
18,50,3.63705E-05
18,55,2.08745E-05
18,60,5.37848E-06
18,65,1.08744E-05
18,70,1.63703E-05
18,75,2.18663E-05
18,80,2.73622E-05
18,85,3.28581E-05
18,90,3.8354E-05
18,95,7.34839E-05
18,100,0.000108614
18,105,0.000143744
18,110,0.000178874
18,115,0.000214004
18,120,0.000249133
18,125,0.000304611
18,130,0.000360089
18,135,0.000415566
18,140,0.000471044
18,145,0.000526522
18,150,0.000581999
18,155,0.000639374
18,160,0.000696748
18,165,0.000754122
18,170,0.000811497
18,175,0.000868871
18,180,0.000926245
18,185,0.001070558
18,190,0.001214872
18,195,0.001359185
18,200,0.001503498
18,205,0.001647811
18,210,0.001792125
18,215,0.00180006
18,220,0.001807994
18,225,0.001815929
18,230,0.001823864
18,235,0.001831799
18,240,0.001839734
18,245,0.001619395
18,250,0.001399056
18,255,0.001178717
18,260,0.000958378
18,265,0.000738039
18,270,0.0005177
18,275,0.000456919
18,280,0.000396137
18,285,0.000335356
18,290,0.000274575
18,295,0.000213794
18,300,0.000153012
18,305,0.000134993
18,310,0.000116973
18,315,9.89539E-05
18,320,8.09344E-05
18,325,6.2915E-05
18,330,4.48955E-05
18,335,8.91334E-05
18,340,0.000133371
18,345,0.000177609
18,350,0.000221847
18,355,0.000266085
19,0,0.000152967
19,5,0.000140445
19,10,0.000127924
19,15,0.000115402
19,20,0.000102881
19,25,9.03592E-05
19,30,7.78376E-05
19,35,6.49901E-05
19,40,5.21426E-05
19,45,3.9295E-05
19,50,2.64475E-05
19,55,1.36E-05
19,60,7.5247E-07
19,65,2.37707E-06
19,70,4.00168E-06
19,75,5.62628E-06
19,80,7.25089E-06
19,85,8.87549E-06
19,90,1.05001E-05
19,95,2.08063E-05
19,100,3.11124E-05
19,105,4.14186E-05
19,110,5.17248E-05
19,115,6.20309E-05
19,120,7.23371E-05
19,125,0.00010318
19,130,0.000134023
19,135,0.000164866
19,140,0.000195709
19,145,0.000226552
19,150,0.000257395
19,155,0.000351455
19,160,0.000445515
19,165,0.000539576
19,170,0.000633636
19,175,0.000727696
19,180,0.000821756
19,185,0.00088088
19,190,0.000940004
19,195,0.000999127
19,200,0.001058251
19,205,0.001117375
19,210,0.001176499
19,215,0.001209138
19,220,0.001241778
19,225,0.001274418
19,230,0.001307057
19,235,0.001339697
19,240,0.001372337
19,245,0.00120108
19,250,0.001029823
19,255,0.000858566
19,260,0.00068731
19,265,0.000516053
19,270,0.000344796
19,275,0.000297735
19,280,0.000250675
19,285,0.000203614
19,290,0.000156554
19,295,0.000109493
19,300,6.24329E-05
19,305,5.29992E-05
19,310,4.35654E-05
19,315,3.41317E-05
19,320,2.46979E-05
19,325,1.52641E-05
19,330,5.83037E-06
19,335,3.03531E-05
19,340,5.48759E-05
19,345,7.93986E-05
19,350,0.000103921
19,355,0.000128444
20,0,7.13486E-05
20,5,6.30549E-05
20,10,5.47612E-05
20,15,4.64675E-05
20,20,3.81738E-05
20,25,2.98801E-05
20,30,2.15864E-05
20,35,1.80273E-05
20,40,1.44682E-05
20,45,1.09091E-05
20,50,7.35E-06
20,55,3.79089E-06
20,60,2.3179E-07
20,65,3.82918E-07
20,70,5.34045E-07
20,75,6.85172E-07
20,80,8.363E-07
20,85,9.87427E-07
20,90,1.13855E-06
20,95,2.59433E-06
20,100,4.05011E-06
20,105,5.50589E-06
20,110,6.96167E-06
20,115,8.41745E-06
20,120,9.87323E-06
20,125,3.64755E-05
20,130,6.30779E-05
20,135,8.96802E-05
20,140,0.000116283
20,145,0.000142885
20,150,0.000169487
20,155,0.000228056
20,160,0.000286625
20,165,0.000345194
20,170,0.000403762
20,175,0.000462331
20,180,0.0005209
20,185,0.000581407
20,190,0.000641914
20,195,0.000702421
20,200,0.000762928
20,205,0.000823435
20,210,0.000883942
20,215,0.000918037
20,220,0.000952132
20,225,0.000986227
20,230,0.001020322
20,235,0.001054417
20,240,0.001088512
20,245,0.00094447
20,250,0.000800427
20,255,0.000656385
20,260,0.000512342
20,265,0.0003683
20,270,0.000224257
20,275,0.000189852
20,280,0.000155446
20,285,0.000121041
20,290,8.66353E-05
20,295,5.22297E-05
20,300,1.78242E-05
20,305,1.48831E-05
20,310,1.1942E-05
20,315,9.00096E-06
20,320,6.05989E-06
20,325,3.11881E-06
20,330,1.77738E-07
20,335,1.20395E-05
20,340,2.39014E-05
20,345,3.57632E-05
20,350,4.7625E-05
20,355,5.94868E-05
21,0,1.58233E-05
21,5,1.32943E-05
21,10,1.07652E-05
21,15,8.23609E-06
21,20,5.70702E-06
21,25,3.17794E-06
21,30,6.4886E-07
21,35,5.62136E-07
21,40,4.75412E-07
21,45,3.88688E-07
21,50,3.01964E-07
21,55,2.1524E-07
21,60,1.28516E-07
21,65,1.7649E-07
21,70,2.24463E-07
21,75,2.72437E-07
21,80,3.20411E-07
21,85,3.68385E-07
21,90,4.16359E-07
21,95,9.49725E-07
21,100,1.48309E-06
21,105,2.01646E-06
21,110,2.54982E-06
21,115,3.08319E-06
21,120,3.61655E-06
21,125,2.5259E-05
21,130,4.69015E-05
21,135,6.85439E-05
21,140,9.01864E-05
21,145,0.000111829
21,150,0.000133471
21,155,0.000150137
21,160,0.000166802
21,165,0.000183468
21,170,0.000200133
21,175,0.000216799
21,180,0.000233464
21,185,0.000276027
21,190,0.00031859
21,195,0.000361153
21,200,0.000403716
21,205,0.000446279
21,210,0.000488843
21,215,0.000553136
21,220,0.00061743
21,225,0.000681724
21,230,0.000746018
21,235,0.000810311
21,240,0.000874605
21,245,0.00075514
21,250,0.000635675
21,255,0.00051621
21,260,0.000396745
21,265,0.00027728
21,270,0.000157815
21,275,0.000132254
21,280,0.000106694
21,285,8.11329E-05
21,290,5.55723E-05
21,295,3.00117E-05
21,300,4.45107E-06
21,305,3.74144E-06
21,310,3.0318E-06
21,315,2.32217E-06
21,320,1.61253E-06
21,325,9.02898E-07
21,330,1.93263E-07
21,335,2.79827E-06
21,340,5.40329E-06
21,345,8.0083E-06
21,350,1.06133E-05
21,355,1.32183E-05
22,0,7.84871E-07
22,5,7.5738E-07
22,10,7.29889E-07
22,15,7.02398E-07
22,20,6.74907E-07
22,25,6.47415E-07
22,30,6.19924E-07
22,35,5.19904E-07
22,40,4.19884E-07
22,45,3.19864E-07
22,50,2.19844E-07
22,55,1.19824E-07
22,60,1.98043E-08
22,65,4.82637E-08
22,70,7.6723E-08
22,75,1.05182E-07
22,80,1.33642E-07
22,85,1.62101E-07
22,90,1.90561E-07
22,95,4.4578E-07
22,100,7.01E-07
22,105,9.5622E-07
22,110,1.21144E-06
22,115,1.46666E-06
22,120,1.72188E-06
22,125,1.8944E-05
22,130,3.6166E-05
22,135,5.33881E-05
22,140,7.06102E-05
22,145,8.78323E-05
22,150,0.000105054
22,155,0.000112084
22,160,0.000119113
22,165,0.000126143
22,170,0.000133173
22,175,0.000140202
22,180,0.000147232
22,185,0.000156606
22,190,0.000165981
22,195,0.000175356
22,200,0.00018473
22,205,0.000194105
22,210,0.00020348
22,215,0.000277744
22,220,0.000352008
22,225,0.000426271
22,230,0.000500535
22,235,0.000574799
22,240,0.000649063
22,245,0.000558827
22,250,0.00046859
22,255,0.000378354
22,260,0.000288117
22,265,0.000197881
22,270,0.000107644
22,275,9.01891E-05
22,280,7.27339E-05
22,285,5.52787E-05
22,290,3.78235E-05
22,295,2.03683E-05
22,300,2.91312E-06
22,305,2.42913E-06
22,310,1.94515E-06
22,315,1.46116E-06
22,320,9.77178E-07
22,325,4.93194E-07
22,330,9.20995E-09
22,335,1.38487E-07
22,340,2.67764E-07
22,345,3.97041E-07
22,350,5.26318E-07
22,355,6.55594E-07
23,0,9.36926E-07
23,5,7.89862E-07
23,10,6.42798E-07
23,15,4.95734E-07
23,20,3.48671E-07
23,25,2.01607E-07
23,30,5.45429E-08
23,35,4.8076E-08
23,40,4.16091E-08
23,45,3.51421E-08
23,50,2.86752E-08
23,55,2.22083E-08
23,60,1.57414E-08
23,65,1.80634E-08
23,70,2.03854E-08
23,75,2.27073E-08
23,80,2.50293E-08
23,85,2.73513E-08
23,90,2.96733E-08
23,95,5.33314E-08
23,100,7.69895E-08
23,105,1.00648E-07
23,110,1.24306E-07
23,115,1.47964E-07
23,120,1.71622E-07
23,125,1.01878E-05
23,130,2.0204E-05
23,135,3.02202E-05
23,140,4.02364E-05
23,145,5.02527E-05
23,150,6.02689E-05
23,155,7.26462E-05
23,160,8.50234E-05
23,165,9.74007E-05
23,170,0.000109778
23,175,0.000122155
23,180,0.000134533
23,185,0.000133683
23,190,0.000132834
23,195,0.000131984
23,200,0.000131135
23,205,0.000130285
23,210,0.000129436
23,215,0.000170873
23,220,0.00021231
23,225,0.000253748
23,230,0.000295185
23,235,0.000336622
23,240,0.00037806
23,245,0.000325013
23,250,0.000271967
23,255,0.00021892
23,260,0.000165874
23,265,0.000112827
23,270,5.9781E-05
23,275,4.99009E-05
23,280,4.00208E-05
23,285,3.01407E-05
23,290,2.02606E-05
23,295,1.03805E-05
23,300,5.00419E-07
23,305,4.18854E-07
23,310,3.37289E-07
23,315,2.55723E-07
23,320,1.74158E-07
23,325,9.25933E-08
23,330,1.10283E-08
23,335,1.65345E-07
23,340,3.19661E-07
23,345,4.73977E-07
23,350,6.28293E-07
23,355,7.8261E-07
24,0,8.45973E-08
24,5,7.78785E-08
24,10,7.11597E-08
24,15,6.44409E-08
24,20,5.77221E-08
24,25,5.10033E-08
24,30,4.42845E-08
24,35,3.71951E-08
24,40,3.01057E-08
24,45,2.30163E-08
24,50,1.59269E-08
24,55,8.83754E-09
24,60,1.74815E-09
24,65,5.38488E-09
24,70,9.02162E-09
24,75,1.26584E-08
24,80,1.62951E-08
24,85,1.99318E-08
24,90,2.35686E-08
24,95,3.15141E-08
24,100,3.94595E-08
24,105,4.7405E-08
24,110,5.53505E-08
24,115,6.3296E-08
24,120,7.12415E-08
24,125,4.35626E-06
24,130,8.64128E-06
24,135,1.29263E-05
24,140,1.72113E-05
24,145,2.14963E-05
24,150,2.57814E-05
24,155,3.46704E-05
24,160,4.35595E-05
24,165,5.24486E-05
24,170,6.13376E-05
24,175,7.02267E-05
24,180,7.91158E-05
24,185,7.57604E-05
24,190,7.24051E-05
24,195,6.90497E-05
24,200,6.56944E-05
24,205,6.2339E-05
24,210,5.89837E-05
24,215,7.6245E-05
24,220,9.35063E-05
24,225,0.000110768
24,230,0.000128029
24,235,0.00014529
24,240,0.000162552
24,245,0.000140147
24,250,0.000117743
24,255,9.53381E-05
24,260,7.29336E-05
24,265,5.05291E-05
24,270,2.81246E-05
24,275,2.34616E-05
24,280,1.87987E-05
24,285,1.41357E-05
24,290,9.47279E-06
24,295,4.80984E-06
24,300,1.46895E-07
24,305,1.22478E-07
24,310,9.80616E-08
24,315,7.3645E-08
24,320,4.92285E-08
24,325,2.48119E-08
24,330,3.95322E-10
24,335,1.4429E-08
24,340,2.84626E-08
24,345,4.24963E-08
24,350,5.65299E-08
24,355,7.05636E-08
25,0,8.12863E-08
25,5,6.87028E-08
25,10,5.61193E-08
25,15,4.35358E-08
25,20,3.09523E-08
25,25,1.83688E-08
25,30,5.78535E-09
25,35,5.09626E-09
25,40,4.40716E-09
25,45,3.71806E-09
25,50,3.02896E-09
25,55,2.33987E-09
25,60,1.65077E-09
25,65,1.79429E-09
25,70,1.93782E-09
25,75,2.08134E-09
25,80,2.22486E-09
25,85,2.36839E-09
25,90,2.51191E-09
25,95,7.04664E-09
25,100,1.15814E-08
25,105,1.61161E-08
25,110,2.06508E-08
25,115,2.51855E-08
25,120,2.97203E-08
25,125,1.56118E-06
25,130,3.09264E-06
25,135,4.6241E-06
25,140,6.15555E-06
25,145,7.68701E-06
25,150,9.21847E-06
25,155,1.13617E-05
25,160,1.3505E-05
25,165,1.56483E-05
25,170,1.77916E-05
25,175,1.99349E-05
25,180,2.20781E-05
25,185,1.97052E-05
25,190,1.73322E-05
25,195,1.49592E-05
25,200,1.25862E-05
25,205,1.02133E-05
25,210,7.84029E-06
25,215,1.92196E-05
25,220,3.05989E-05
25,225,4.19783E-05
25,230,5.33576E-05
25,235,6.47369E-05
25,240,7.61162E-05
25,245,6.51971E-05
25,250,5.42779E-05
25,255,4.33587E-05
25,260,3.24395E-05
25,265,2.15203E-05
25,270,1.06011E-05
25,275,8.84596E-06
25,280,7.09082E-06
25,285,5.33569E-06
25,290,3.58056E-06
25,295,1.82542E-06
25,300,7.02858E-08
25,305,5.86644E-08
25,310,4.7043E-08
25,315,3.54216E-08
25,320,2.38002E-08
25,325,1.21788E-08
25,330,5.57357E-10
25,335,1.40122E-08
25,340,2.7467E-08
25,345,4.09218E-08
25,350,5.43767E-08
25,355,6.78315E-08
